#TITLE;KEY;VALUE;SWMH
e_null;e_null;;
e_null;e_null_adj;;
e_null;short_name;;yes
k_bagratid_grand_principality;k_bagratid_grand_principality;;Hayk
k_bagratid_grand_principality;k_bagratid_grand_principality_adj;;Haykian
k_bagratid_grand_principality;foa;;ISHKHAN_FOA
k_bagratid_grand_principality;title;;ISHKHAN
k_bagratid_grand_principality;title_prefix;;ISHKHAN_OF
k_taurica;k_taurica;;Qirim
k_taurica;k_taurica_adj;;Qiriman
k_taurica;alan;;Skythia
k_taurica;arberian;;Skythia
k_taurica;k_taurica_adj_arberian;;Skythian
k_taurica;armenian;;Skythia
k_taurica;k_taurica_adj_armenian;;Skythian
k_taurica;bohemian;;Divoká Pole
k_taurica;k_taurica_adj_bohemian;;Divoká Polean
k_taurica;bosnian;;Dikoye Pole
k_taurica;k_taurica_adj_bosnian;;Dikoye Pole
k_taurica;bulgarian;;Dikoye Pole
k_taurica;k_taurica_adj_bulgarian;;Dikoye Pole
k_taurica;croatian;;Dikoye Pole
k_taurica;k_taurica_adj_croatian;;Dikoye Pole
k_taurica;east_gothic;;Oium
k_taurica;k_taurica_adj_east_gothic;;Oiuman
k_taurica;georgian;;Skythia
k_taurica;k_taurica_adj_georgian;;Skythian
k_taurica;greek;;Skythia
k_taurica;k_taurica_adj_greek;;Skythian
k_taurica;karantanci;;Divoká Pole
k_taurica;k_taurica_adj_karantanci;;Divoká Polean
k_taurica;lithuanian;;Dykra
k_taurica;k_taurica_adj_lithuanian;;Dykra
k_taurica;moravian;;Divoké Polia
k_taurica;k_taurica_adj_moravian;;Divoké Polian
k_taurica;polish;;Dzikie Pola
k_taurica;k_taurica_adj_polish;;Dzikie Polan
k_taurica;pommeranian;;Dzikie Pola
k_taurica;k_taurica_adj_pommeranian;;Dzikie Polan
k_taurica;russian;;Dikoye Pole
k_taurica;k_taurica_adj_russian;;Dikoye Pole
k_taurica;serbian;;Dikoye Pole
k_taurica;k_taurica_adj_serbian;;Dikoye Pole
k_taurica;k_taurica_adj_sicilian_greek;;Skythian
d_crimea;d_crimea;;Qirim
d_crimea;d_crimea_adj;;Qirimian
d_crimea;alan;;Taurike
d_crimea;arberian;;Taurike
d_crimea;d_crimea_adj_arberian;;Taurikean
d_crimea;armenian;;Taurike
d_crimea;d_crimea_adj_armenian;;Taurikean
d_crimea;bohemian;;Krym
d_crimea;d_crimea_adj_bohemian;;Krymian
d_crimea;bosnian;;Krym
d_crimea;d_crimea_adj_bosnian;;Krymian
d_crimea;bulgarian;;Krym
d_crimea;d_crimea_adj_bulgarian;;Krymian
d_crimea;croatian;;Krym
d_crimea;d_crimea_adj_croatian;;Krymian
d_crimea;east_gothic;;Taurike
d_crimea;d_crimea_adj_east_gothic;;Taurikean
d_crimea;georgian;;Taurike
d_crimea;d_crimea_adj_georgian;;Taurikean
d_crimea;greek;;Taurike
d_crimea;d_crimea_adj_greek;;Taurikean
d_crimea;karantanci;;Krym
d_crimea;d_crimea_adj_karantanci;;Krymian
d_crimea;lithuanian;;Krymas
d_crimea;d_crimea_adj_lithuanian;;Krymasian
d_crimea;moravian;;Krym
d_crimea;d_crimea_adj_moravian;;Krymian
d_crimea;polish;;Krym
d_crimea;d_crimea_adj_polish;;Krymian
d_crimea;pommeranian;;Krym
d_crimea;d_crimea_adj_pommeranian;;Krymian
d_crimea;russian;;Krym
d_crimea;d_crimea_adj_russian;;Krymsky
d_crimea;serbian;;Krym
d_crimea;d_crimea_adj_serbian;;Krymian
d_crimea;sicilian_greek;;Taurike
d_crimea;d_crimea_adj_sicilian_greek;;Taurikean
c_lukomorie;PROV557;;Tokmak
c_lukomorie;c_lukomorie_adj;;Tokmakian
c_lukomorie;bavarian;;Gerrhus
c_lukomorie;c_lukomorie_adj_bavarian;;Gerrhusian
c_lukomorie;bohemian;;Lukomorzí
c_lukomorie;c_lukomorie_adj_bohemian;;Lukomorzían
c_lukomorie;bosnian;;Lukomoria
c_lukomorie;c_lukomorie_adj_bosnian;;Lukomorian
c_lukomorie;bulgarian;;Lukomoria
c_lukomorie;c_lukomorie_adj_bulgarian;;Lukomorian
c_lukomorie;croatian;;Lukomoria
c_lukomorie;c_lukomorie_adj_croatian;;Lukomorian
c_lukomorie;dutch;;Gerrhus
c_lukomorie;c_lukomorie_adj_dutch;;Gerrhusian
c_lukomorie;franconian;;Gerrhus
c_lukomorie;c_lukomorie_adj_franconian;;Gerrhusian
c_lukomorie;german;;Gerrhus
c_lukomorie;c_lukomorie_adj_german;;Gerrhusian
c_lukomorie;karantanci;;Lukomoria
c_lukomorie;c_lukomorie_adj_karantanci;;Lukomorian
c_lukomorie;low_frankish;;Gerrhus
c_lukomorie;c_lukomorie_adj_low_frankish;;Gerrhusian
c_lukomorie;low_german;;Gerrhus
c_lukomorie;c_lukomorie_adj_low_german;;Gerrhusian
c_lukomorie;low_saxon;;Gerrhus
c_lukomorie;c_lukomorie_adj_low_saxon;;Gerrhusian
c_lukomorie;moravian;;Lukomorzí
c_lukomorie;c_lukomorie_adj_moravian;;Lukomorzían
c_lukomorie;polish;;Lucomoria
c_lukomorie;c_lukomorie_adj_polish;;Lucomorian
c_lukomorie;pommeranian;;Lucomoria
c_lukomorie;c_lukomorie_adj_pommeranian;;Lucomorian
c_lukomorie;russian;;Lukomorye
c_lukomorie;c_lukomorie_adj_russian;;Lukomoryeian
c_lukomorie;serbian;;Lukomoria
c_lukomorie;c_lukomorie_adj_serbian;;Lukomorian
c_lukomorie;swabian;;Gerrhus
c_lukomorie;c_lukomorie_adj_swabian;;Gerrhusian
c_lukomorie;thuringian;;Gerrhus
c_lukomorie;c_lukomorie_adj_thuringian;;Gerrhusian
b_kalmius;b_kalmius;;Kalmius
b_kalmius;b_kalmius_adj;;
b_melitopol;b_melitopol;;Kyzyl-Yar
b_melitopol;b_melitopol_adj;;
b_melitopol;alan;;Melita
b_melitopol;aragonese;;Melita
b_melitopol;arberian;;Melita
b_melitopol;armenian;;Melita
b_melitopol;arpitan;;Melita
b_melitopol;basque;;Melita
b_melitopol;bavarian;;Melita
b_melitopol;bohemian;;Melita
b_melitopol;bosnian;;Melita
b_melitopol;bulgarian;;Melita
b_melitopol;castillan;;Melita
b_melitopol;catalan;;Melita
b_melitopol;central_italian;;Melita
b_melitopol;corsican;;Melita
b_melitopol;croatian;;Melita
b_melitopol;dalmatian;;Melita
b_melitopol;danish;;Melita
